failed to get console mode for stdout: The handle is invalid.
failed to get console mode for stdout: The handle is invalid.

Exchange Binance has 1235 active pairs:
+---------------+----------------+----------+---------+----------+--------+----------+----------+------------+
|            Id |         Symbol |     Base |   Quote |   Active |   Spot |   Margin |   Future |   Leverage |
|     PORTOUSDT |     PORTO/USDT |    PORTO |    USDT |     True |   Spot |   Margin |          |          1 |
|       POWRBTC |       POWR/BTC |     POWR |     BTC |     True |   Spot |          |          |          1 |
|       POWRETH |       POWR/ETH |     POWR |     ETH |     True |   Spot |          |          |          1 |
|      POWRUSDT |      POWR/USDT |     POWR |    USDT |     True |   Spot |   Margin |          |          1 |
|       PROMBTC |       PROM/BTC |     PROM |     BTC |     True |   Spot |          |          |          1 |
|      PROMUSDT |      PROM/USDT |     PROM |    USDT |     True |   Spot |   Margin |          |          1 |
|      PROSUSDT |      PROS/USDT |     PROS |    USDT |     True |   Spot |   Margin |          |          1 |
|        PSGTRY |        PSG/TRY |      PSG |     TRY |     True |   Spot |          |          |          1 |
|       PSGUSDT |       PSG/USDT |      PSG |    USDT |     True |   Spot |   Margin |          |          1 |
|    PUNDIXUSDT |    PUNDIX/USDT |   PUNDIX |    USDT |     True |   Spot |   Margin |          |          1 |
|        PYRBTC |        PYR/BTC |      PYR |     BTC |     True |   Spot |   Margin |          |          1 |
|       PYRUSDT |       PYR/USDT |      PYR |    USDT |     True |   Spot |   Margin |          |          1 |
|       PYTHBTC |       PYTH/BTC |     PYTH |     BTC |     True |   Spot |          |          |          1 |
|     PYTHFDUSD |     PYTH/FDUSD |     PYTH |   FDUSD |     True |   Spot |          |          |          1 |
|       PYTHTRY |       PYTH/TRY |     PYTH |     TRY |     True |   Spot |          |          |          1 |
|      PYTHUSDT |      PYTH/USDT |     PYTH |    USDT |     True |   Spot |   Margin |          |          1 |
|         QIBTC |         QI/BTC |       QI |     BTC |     True |   Spot |          |          |          1 |
|        QIUSDT |        QI/USDT |       QI |    USDT |     True |   Spot |   Margin |          |          1 |
|        QKCBTC |        QKC/BTC |      QKC |     BTC |     True |   Spot |          |          |          1 |
|       QKCUSDT |       QKC/USDT |      QKC |    USDT |     True |   Spot |          |          |          1 |
|        QNTBTC |        QNT/BTC |      QNT |     BTC |     True |   Spot |   Margin |          |          1 |
|       QNTUSDT |       QNT/USDT |      QNT |    USDT |     True |   Spot |   Margin |          |          1 |
|       QTUMBTC |       QTUM/BTC |     QTUM |     BTC |     True |   Spot |   Margin |          |          1 |
|       QTUMETH |       QTUM/ETH |     QTUM |     ETH |     True |   Spot |          |          |          1 |
|      QTUMUSDT |      QTUM/USDT |     QTUM |    USDT |     True |   Spot |   Margin |          |          1 |
|      QUICKBTC |      QUICK/BTC |    QUICK |     BTC |     True |   Spot |          |          |          1 |
|     QUICKUSDT |     QUICK/USDT |    QUICK |    USDT |     True |   Spot |   Margin |          |          1 |
|        RADBTC |        RAD/BTC |      RAD |     BTC |     True |   Spot |          |          |          1 |
|        RADTRY |        RAD/TRY |      RAD |     TRY |     True |   Spot |          |          |          1 |
|       RADUSDT |       RAD/USDT |      RAD |    USDT |     True |   Spot |   Margin |          |          1 |
|       RAREBTC |       RARE/BTC |     RARE |     BTC |     True |   Spot |          |          |          1 |
|       RARETRY |       RARE/TRY |     RARE |     TRY |     True |   Spot |          |          |          1 |
|      RAREUSDT |      RARE/USDT |     RARE |    USDT |     True |   Spot |   Margin |          |          1 |
|        RAYBNB |        RAY/BNB |      RAY |     BNB |     True |   Spot |          |          |          1 |
|      RAYFDUSD |      RAY/FDUSD |      RAY |   FDUSD |     True |   Spot |          |          |          1 |
|        RAYTRY |        RAY/TRY |      RAY |     TRY |     True |   Spot |          |          |          1 |
|       RAYUSDT |       RAY/USDT |      RAY |    USDT |     True |   Spot |   Margin |          |          1 |
|       RDNTBTC |       RDNT/BTC |     RDNT |     BTC |     True |   Spot |          |          |          1 |
|       RDNTTRY |       RDNT/TRY |     RDNT |     TRY |     True |   Spot |          |          |          1 |
|      RDNTUSDT |      RDNT/USDT |     RDNT |    USDT |     True |   Spot |   Margin |          |          1 |
|       REEFTRY |       REEF/TRY |     REEF |     TRY |     True |   Spot |          |          |          1 |
|      REEFUSDT |      REEF/USDT |     REEF |    USDT |     True |   Spot |   Margin |          |          1 |
|       REIUSDT |       REI/USDT |      REI |    USDT |     True |   Spot |   Margin |          |          1 |
|        RENBTC |        REN/BTC |      REN |     BTC |     True |   Spot |          |          |          1 |
|       RENUSDT |       REN/USDT |      REN |    USDT |     True |   Spot |   Margin |          |          1 |
|        REQBTC |        REQ/BTC |      REQ |     BTC |     True |   Spot |          |          |          1 |
|       REQUSDT |       REQ/USDT |      REQ |    USDT |     True |   Spot |   Margin |          |          1 |
|        RIFBTC |        RIF/BTC |      RIF |     BTC |     True |   Spot |          |          |          1 |
|       RIFUSDT |       RIF/USDT |      RIF |    USDT |     True |   Spot |   Margin |          |          1 |
|        RLCBTC |        RLC/BTC |      RLC |     BTC |     True |   Spot |   Margin |          |          1 |
|        RLCETH |        RLC/ETH |      RLC |     ETH |     True |   Spot |          |          |          1 |
|       RLCUSDT |       RLC/USDT |      RLC |    USDT |     True |   Spot |   Margin |          |          1 |
|       RNDRBRL |       RNDR/BRL |     RNDR |     BRL |     True |   Spot |          |          |          1 |
|       RNDRBTC |       RNDR/BTC |     RNDR |     BTC |     True |   Spot |   Margin |          |          1 |
|       RNDREUR |       RNDR/EUR |     RNDR |     EUR |     True |   Spot |          |          |          1 |
|     RNDRFDUSD |     RNDR/FDUSD |     RNDR |   FDUSD |     True |   Spot |          |          |          1 |
|       RNDRTRY |       RNDR/TRY |     RNDR |     TRY |     True |   Spot |          |          |          1 |
|      RNDRUSDT |      RNDR/USDT |     RNDR |    USDT |     True |   Spot |   Margin |          |          1 |
|      RONINBTC |      RONIN/BTC |    RONIN |     BTC |     True |   Spot |          |          |          1 |
|    RONINFDUSD |    RONIN/FDUSD |    RONIN |   FDUSD |     True |   Spot |          |          |          1 |
|      RONINTRY |      RONIN/TRY |    RONIN |     TRY |     True |   Spot |          |          |          1 |
|     RONINUSDT |     RONIN/USDT |    RONIN |    USDT |     True |   Spot |   Margin |          |          1 |
|       ROSEBTC |       ROSE/BTC |     ROSE |     BTC |     True |   Spot |   Margin |          |          1 |
|       ROSEETH |       ROSE/ETH |     ROSE |     ETH |     True |   Spot |          |          |          1 |
|       ROSETRY |       ROSE/TRY |     ROSE |     TRY |     True |   Spot |          |          |          1 |
|      ROSEUSDT |      ROSE/USDT |     ROSE |    USDT |     True |   Spot |   Margin |          |          1 |
|       RPLUSDT |       RPL/USDT |      RPL |    USDT |     True |   Spot |   Margin |          |          1 |
|       RSRUSDT |       RSR/USDT |      RSR |    USDT |     True |   Spot |   Margin |          |          1 |
|       RUNEBNB |       RUNE/BNB |     RUNE |     BNB |     True |   Spot |          |          |          1 |
|       RUNEBTC |       RUNE/BTC |     RUNE |     BTC |     True |   Spot |   Margin |          |          1 |
|       RUNEETH |       RUNE/ETH |     RUNE |     ETH |     True |   Spot |          |          |          1 |
|     RUNEFDUSD |     RUNE/FDUSD |     RUNE |   FDUSD |     True |   Spot |          |          |          1 |
|      RUNETUSD |      RUNE/TUSD |     RUNE |    TUSD |     True |   Spot |          |          |          1 |
|      RUNEUSDT |      RUNE/USDT |     RUNE |    USDT |     True |   Spot |   Margin |          |          1 |
|        RVNBTC |        RVN/BTC |      RVN |     BTC |     True |   Spot |   Margin |          |          1 |
|        RVNTRY |        RVN/TRY |      RVN |     TRY |     True |   Spot |          |          |          1 |
|       RVNUSDT |       RVN/USDT |      RVN |    USDT |     True |   Spot |   Margin |          |          1 |
|       SAGABNB |       SAGA/BNB |     SAGA |     BNB |     True |   Spot |          |          |          1 |
|       SAGABTC |       SAGA/BTC |     SAGA |     BTC |     True |   Spot |          |          |          1 |
|     SAGAFDUSD |     SAGA/FDUSD |     SAGA |   FDUSD |     True |   Spot |          |          |          1 |
|       SAGATRY |       SAGA/TRY |     SAGA |     TRY |     True |   Spot |          |          |          1 |
|      SAGAUSDT |      SAGA/USDT |     SAGA |    USDT |     True |   Spot |   Margin |          |          1 |
|       SANDBNB |       SAND/BNB |     SAND |     BNB |     True |   Spot |          |          |          1 |
|       SANDBTC |       SAND/BTC |     SAND |     BTC |     True |   Spot |   Margin |          |          1 |
|       SANDETH |       SAND/ETH |     SAND |     ETH |     True |   Spot |          |          |          1 |
|     SANDFDUSD |     SAND/FDUSD |     SAND |   FDUSD |     True |   Spot |          |          |          1 |
|       SANDTRY |       SAND/TRY |     SAND |     TRY |     True |   Spot |          |          |          1 |
|      SANDUSDT |      SAND/USDT |     SAND |    USDT |     True |   Spot |   Margin |          |          1 |
|     SANTOSBTC |     SANTOS/BTC |   SANTOS |     BTC |     True |   Spot |          |          |          1 |
|     SANTOSTRY |     SANTOS/TRY |   SANTOS |     TRY |     True |   Spot |          |          |          1 |
|    SANTOSUSDT |    SANTOS/USDT |   SANTOS |    USDT |     True |   Spot |   Margin |          |          1 |
|         SCETH |         SC/ETH |       SC |     ETH |     True |   Spot |          |          |          1 |
|        SCUSDT |        SC/USDT |       SC |    USDT |     True |   Spot |   Margin |          |          1 |
|       SCRTBTC |       SCRT/BTC |     SCRT |     BTC |     True |   Spot |          |          |          1 |
|      SCRTUSDT |      SCRT/USDT |     SCRT |    USDT |     True |   Spot |   Margin |          |          1 |
|        SEIBNB |        SEI/BNB |      SEI |     BNB |     True |   Spot |          |          |          1 |
|        SEIBTC |        SEI/BTC |      SEI |     BTC |     True |   Spot |   Margin |          |          1 |
|      SEIFDUSD |      SEI/FDUSD |      SEI |   FDUSD |     True |   Spot |   Margin |          |          1 |
|        SEITRY |        SEI/TRY |      SEI |     TRY |     True |   Spot |          |          |          1 |
|       SEITUSD |       SEI/TUSD |      SEI |    TUSD |     True |   Spot |   Margin |          |          1 |
|       SEIUSDC |       SEI/USDC |      SEI |    USDC |     True |   Spot |          |          |          1 |
|       SEIUSDT |       SEI/USDT |      SEI |    USDT |     True |   Spot |   Margin |          |          1 |
|        SFPBTC |        SFP/BTC |      SFP |     BTC |     True |   Spot |   Margin |          |          1 |
|       SFPUSDT |       SFP/USDT |      SFP |    USDT |     True |   Spot |   Margin |          |          1 |
|       SHIBBRL |       SHIB/BRL |     SHIB |     BRL |     True |   Spot |          |          |          1 |
|      SHIBDOGE |      SHIB/DOGE |     SHIB |    DOGE |     True |   Spot |   Margin |          |          1 |
|       SHIBEUR |       SHIB/EUR |     SHIB |     EUR |     True |   Spot |          |          |          1 |
|     SHIBFDUSD |     SHIB/FDUSD |     SHIB |   FDUSD |     True |   Spot |   Margin |          |          1 |
|       SHIBTRY |       SHIB/TRY |     SHIB |     TRY |     True |   Spot |          |          |          1 |
|      SHIBTUSD |      SHIB/TUSD |     SHIB |    TUSD |     True |   Spot |          |          |          1 |
|      SHIBUSDC |      SHIB/USDC |     SHIB |    USDC |     True |   Spot |   Margin |          |          1 |
|      SHIBUSDT |      SHIB/USDT |     SHIB |    USDT |     True |   Spot |   Margin |          |          1 |
|        SKLBTC |        SKL/BTC |      SKL |     BTC |     True |   Spot |   Margin |          |          1 |
|        SKLTRY |        SKL/TRY |      SKL |     TRY |     True |   Spot |          |          |          1 |
|       SKLUSDT |       SKL/USDT |      SKL |    USDT |     True |   Spot |   Margin |          |          1 |
|        SLPETH |        SLP/ETH |      SLP |     ETH |     True |   Spot |   Margin |          |          1 |
|        SLPTRY |        SLP/TRY |      SLP |     TRY |     True |   Spot |          |          |          1 |
|       SLPUSDT |       SLP/USDT |      SLP |    USDT |     True |   Spot |   Margin |          |          1 |
|        SNTBTC |        SNT/BTC |      SNT |     BTC |     True |   Spot |          |          |          1 |
|        SNTETH |        SNT/ETH |      SNT |     ETH |     True |   Spot |          |          |          1 |
|       SNTUSDT |       SNT/USDT |      SNT |    USDT |     True |   Spot |   Margin |          |          1 |
|        SNXBTC |        SNX/BTC |      SNX |     BTC |     True |   Spot |   Margin |          |          1 |
|        SNXETH |        SNX/ETH |      SNX |     ETH |     True |   Spot |          |          |          1 |
|        SNXTRY |        SNX/TRY |      SNX |     TRY |     True |   Spot |          |          |          1 |
|       SNXUSDT |       SNX/USDT |      SNX |    USDT |     True |   Spot |   Margin |          |          1 |
|        SOLBNB |        SOL/BNB |      SOL |     BNB |     True |   Spot |          |          |          1 |
|        SOLBRL |        SOL/BRL |      SOL |     BRL |     True |   Spot |          |          |          1 |
|        SOLBTC |        SOL/BTC |      SOL |     BTC |     True |   Spot |   Margin |          |          1 |
|        SOLETH |        SOL/ETH |      SOL |     ETH |     True |   Spot |   Margin |          |          1 |
|        SOLEUR |        SOL/EUR |      SOL |     EUR |     True |   Spot |          |          |          1 |
|      SOLFDUSD |      SOL/FDUSD |      SOL |   FDUSD |     True |   Spot |   Margin |          |          1 |
|        SOLTRY |        SOL/TRY |      SOL |     TRY |     True |   Spot |          |          |          1 |
|       SOLTUSD |       SOL/TUSD |      SOL |    TUSD |     True |   Spot |          |          |          1 |
|       SOLUSDC |       SOL/USDC |      SOL |    USDC |     True |   Spot |   Margin |          |          1 |
|       SOLUSDT |       SOL/USDT |      SOL |    USDT |     True |   Spot |   Margin |          |          1 |
|      SPELLTRY |      SPELL/TRY |    SPELL |     TRY |     True |   Spot |          |          |          1 |
|     SPELLUSDT |     SPELL/USDT |    SPELL |    USDT |     True |   Spot |   Margin |          |          1 |
|        SSVBTC |        SSV/BTC |      SSV |     BTC |     True |   Spot |          |          |          1 |
|        SSVETH |        SSV/ETH |      SSV |     ETH |     True |   Spot |          |          |          1 |
|       SSVTUSD |       SSV/TUSD |      SSV |    TUSD |     True |   Spot |          |          |          1 |
|       SSVUSDT |       SSV/USDT |      SSV |    USDT |     True |   Spot |   Margin |          |          1 |
|      STEEMBTC |      STEEM/BTC |    STEEM |     BTC |     True |   Spot |          |          |          1 |
|      STEEMETH |      STEEM/ETH |    STEEM |     ETH |     True |   Spot |          |          |          1 |
|     STEEMUSDT |     STEEM/USDT |    STEEM |    USDT |     True |   Spot |   Margin |          |          1 |
|        STGBTC |        STG/BTC |      STG |     BTC |     True |   Spot |          |          |          1 |
|       STGUSDT |       STG/USDT |      STG |    USDT |     True |   Spot |   Margin |          |          1 |
|      STMXUSDT |      STMX/USDT |     STMX |    USDT |     True |   Spot |   Margin |          |          1 |
|      STORJBTC |      STORJ/BTC |    STORJ |     BTC |     True |   Spot |          |          |          1 |
|      STORJTRY |      STORJ/TRY |    STORJ |     TRY |     True |   Spot |          |          |          1 |
|     STORJUSDT |     STORJ/USDT |    STORJ |    USDT |     True |   Spot |   Margin |          |          1 |
|       STPTBTC |       STPT/BTC |     STPT |     BTC |     True |   Spot |          |          |          1 |
|      STPTUSDT |      STPT/USDT |     STPT |    USDT |     True |   Spot |   Margin |          |          1 |
|      STRAXBTC |      STRAX/BTC |    STRAX |     BTC |     True |   Spot |          |          |          1 |
|      STRAXTRY |      STRAX/TRY |    STRAX |     TRY |     True |   Spot |          |          |          1 |
|     STRAXUSDT |     STRAX/USDT |    STRAX |    USDT |     True |   Spot |   Margin |          |          1 |
|       STRKBTC |       STRK/BTC |     STRK |     BTC |     True |   Spot |          |          |          1 |
|     STRKFDUSD |     STRK/FDUSD |     STRK |   FDUSD |     True |   Spot |          |          |          1 |
|       STRKTRY |       STRK/TRY |     STRK |     TRY |     True |   Spot |          |          |          1 |
|      STRKUSDC |      STRK/USDC |     STRK |    USDC |     True |   Spot |          |          |          1 |
|      STRKUSDT |      STRK/USDT |     STRK |    USDT |     True |   Spot |   Margin |          |          1 |
|        STXBNB |        STX/BNB |      STX |     BNB |     True |   Spot |          |          |          1 |
|        STXBTC |        STX/BTC |      STX |     BTC |     True |   Spot |   Margin |          |          1 |
|      STXFDUSD |      STX/FDUSD |      STX |   FDUSD |     True |   Spot |          |          |          1 |
|        STXTRY |        STX/TRY |      STX |     TRY |     True |   Spot |          |          |          1 |
|       STXUSDT |       STX/USDT |      STX |    USDT |     True |   Spot |   Margin |          |          1 |
|        SUIBNB |        SUI/BNB |      SUI |     BNB |     True |   Spot |          |          |          1 |
|        SUIBTC |        SUI/BTC |      SUI |     BTC |     True |   Spot |          |          |          1 |
|        SUIEUR |        SUI/EUR |      SUI |     EUR |     True |   Spot |          |          |          1 |
|      SUIFDUSD |      SUI/FDUSD |      SUI |   FDUSD |     True |   Spot |          |          |          1 |
|        SUITRY |        SUI/TRY |      SUI |     TRY |     True |   Spot |          |          |          1 |
|       SUITUSD |       SUI/TUSD |      SUI |    TUSD |     True |   Spot |   Margin |          |          1 |
|       SUIUSDC |       SUI/USDC |      SUI |    USDC |     True |   Spot |   Margin |          |          1 |
|       SUIUSDT |       SUI/USDT |      SUI |    USDT |     True |   Spot |   Margin |          |          1 |
|       SUNUSDT |       SUN/USDT |      SUN |    USDT |     True |   Spot |   Margin |          |          1 |
|      SUPERBTC |      SUPER/BTC |    SUPER |     BTC |     True |   Spot |   Margin |          |          1 |
|    SUPERFDUSD |    SUPER/FDUSD |    SUPER |   FDUSD |     True |   Spot |          |          |          1 |
|      SUPERTRY |      SUPER/TRY |    SUPER |     TRY |     True |   Spot |          |          |          1 |
|     SUPERUSDT |     SUPER/USDT |    SUPER |    USDT |     True |   Spot |   Margin |          |          1 |
|      SUSHIBTC |      SUSHI/BTC |    SUSHI |     BTC |     True |   Spot |   Margin |          |          1 |
|     SUSHIUSDT |     SUSHI/USDT |    SUSHI |    USDT |     True |   Spot |   Margin |          |          1 |
|        SXPBNB |        SXP/BNB |      SXP |     BNB |     True |   Spot |          |          |          1 |
|        SXPBTC |        SXP/BTC |      SXP |     BTC |     True |   Spot |   Margin |          |          1 |
|        SXPTRY |        SXP/TRY |      SXP |     TRY |     True |   Spot |          |          |          1 |
|       SXPUSDT |       SXP/USDT |      SXP |    USDT |     True |   Spot |   Margin |          |          1 |
|        SYNBTC |        SYN/BTC |      SYN |     BTC |     True |   Spot |          |          |          1 |
|       SYNUSDT |       SYN/USDT |      SYN |    USDT |     True |   Spot |   Margin |          |          1 |
|        SYSBTC |        SYS/BTC |      SYS |     BTC |     True |   Spot |          |          |          1 |
|       SYSUSDT |       SYS/USDT |      SYS |    USDT |     True |   Spot |   Margin |          |          1 |
|         TUSDT |         T/USDT |        T |    USDT |     True |   Spot |   Margin |          |          1 |
|        TAOBTC |        TAO/BTC |      TAO |     BTC |     True |   Spot |          |          |          1 |
|      TAOFDUSD |      TAO/FDUSD |      TAO |   FDUSD |     True |   Spot |          |          |          1 |
|        TAOTRY |        TAO/TRY |      TAO |     TRY |     True |   Spot |          |          |          1 |
|       TAOUSDT |       TAO/USDT |      TAO |    USDT |     True |   Spot |   Margin |          |          1 |
|      TFUELBTC |      TFUEL/BTC |    TFUEL |     BTC |     True |   Spot |   Margin |          |          1 |
|     TFUELUSDT |     TFUEL/USDT |    TFUEL |    USDT |     True |   Spot |   Margin |          |          1 |
|      THETABTC |      THETA/BTC |    THETA |     BTC |     True |   Spot |   Margin |          |          1 |
|      THETAETH |      THETA/ETH |    THETA |     ETH |     True |   Spot |          |          |          1 |
|    THETAFDUSD |    THETA/FDUSD |    THETA |   FDUSD |     True |   Spot |          |          |          1 |
|      THETATRY |      THETA/TRY |    THETA |     TRY |     True |   Spot |          |          |          1 |
|     THETAUSDT |     THETA/USDT |    THETA |    USDT |     True |   Spot |   Margin |          |          1 |
|        TIABTC |        TIA/BTC |      TIA |     BTC |     True |   Spot |          |          |          1 |
|      TIAFDUSD |      TIA/FDUSD |      TIA |   FDUSD |     True |   Spot |   Margin |          |          1 |
|        TIATRY |        TIA/TRY |      TIA |     TRY |     True |   Spot |          |          |          1 |
|       TIATUSD |       TIA/TUSD |      TIA |    TUSD |     True |   Spot |          |          |          1 |
|       TIAUSDC |       TIA/USDC |      TIA |    USDC |     True |   Spot |          |          |          1 |
|       TIAUSDT |       TIA/USDT |      TIA |    USDT |     True |   Spot |   Margin |          |          1 |
|        TKOBTC |        TKO/BTC |      TKO |     BTC |     True |   Spot |          |          |          1 |
|       TKOUSDT |       TKO/USDT |      TKO |    USDT |     True |   Spot |   Margin |          |          1 |
|        TLMBTC |        TLM/BTC |      TLM |     BTC |     True |   Spot |   Margin |          |          1 |
|        TLMTRY |        TLM/TRY |      TLM |     TRY |     True |   Spot |          |          |          1 |
|       TLMUSDT |       TLM/USDT |      TLM |    USDT |     True |   Spot |   Margin |          |          1 |
|       TNSRBTC |       TNSR/BTC |     TNSR |     BTC |     True |   Spot |          |          |          1 |
|     TNSRFDUSD |     TNSR/FDUSD |     TNSR |   FDUSD |     True |   Spot |          |          |          1 |
|       TNSRTRY |       TNSR/TRY |     TNSR |     TRY |     True |   Spot |          |          |          1 |
|      TNSRUSDT |      TNSR/USDT |     TNSR |    USDT |     True |   Spot |   Margin |          |          1 |
|        TRBBTC |        TRB/BTC |      TRB |     BTC |     True |   Spot |   Margin |          |          1 |
|        TRBTRY |        TRB/TRY |      TRB |     TRY |     True |   Spot |          |          |          1 |
|       TRBUSDT |       TRB/USDT |      TRB |    USDT |     True |   Spot |   Margin |          |          1 |
|      TROYUSDT |      TROY/USDT |     TROY |    USDT |     True |   Spot |   Margin |          |          1 |
|        TRUBTC |        TRU/BTC |      TRU |     BTC |     True |   Spot |   Margin |          |          1 |
|       TRUUSDT |       TRU/USDT |      TRU |    USDT |     True |   Spot |   Margin |          |          1 |
|        TRXBNB |        TRX/BNB |      TRX |     BNB |     True |   Spot |          |          |          1 |
|        TRXBTC |        TRX/BTC |      TRX |     BTC |     True |   Spot |   Margin |          |          1 |
|        TRXETH |        TRX/ETH |      TRX |     ETH |     True |   Spot |   Margin |          |          1 |
|        TRXEUR |        TRX/EUR |      TRX |     EUR |     True |   Spot |          |          |          1 |
|        TRXTRY |        TRX/TRY |      TRX |     TRY |     True |   Spot |          |          |          1 |
|       TRXUSDT |       TRX/USDT |      TRX |    USDT |     True |   Spot |   Margin |          |          1 |
|        TRXXRP |        TRX/XRP |      TRX |     XRP |     True |   Spot |          |          |          1 |
|       TUSDTRY |       TUSD/TRY |     TUSD |     TRY |     True |   Spot |          |          |          1 |
|      TUSDUSDT |      TUSD/USDT |     TUSD |    USDT |     True |   Spot |   Margin |          |          1 |
|        TWTBTC |        TWT/BTC |      TWT |     BTC |     True |   Spot |          |          |          1 |
|        TWTTRY |        TWT/TRY |      TWT |     TRY |     True |   Spot |          |          |          1 |
|       TWTUSDT |       TWT/USDT |      TWT |    USDT |     True |   Spot |   Margin |          |          1 |
|       UFTUSDT |       UFT/USDT |      UFT |    USDT |     True |   Spot |   Margin |          |          1 |
|        UMABTC |        UMA/BTC |      UMA |     BTC |     True |   Spot |          |          |          1 |
|        UMATRY |        UMA/TRY |      UMA |     TRY |     True |   Spot |          |          |          1 |
|       UMAUSDT |       UMA/USDT |      UMA |    USDT |     True |   Spot |   Margin |          |          1 |
|       UNFIBTC |       UNFI/BTC |     UNFI |     BTC |     True |   Spot |          |          |          1 |
|       UNFITRY |       UNFI/TRY |     UNFI |     TRY |     True |   Spot |          |          |          1 |
|      UNFIUSDT |      UNFI/USDT |     UNFI |    USDT |     True |   Spot |   Margin |          |          1 |
|        UNIBTC |        UNI/BTC |      UNI |     BTC |     True |   Spot |   Margin |          |          1 |
|        UNIETH |        UNI/ETH |      UNI |     ETH |     True |   Spot |          |          |          1 |
|      UNIFDUSD |      UNI/FDUSD |      UNI |   FDUSD |     True |   Spot |          |          |          1 |
|        UNITRY |        UNI/TRY |      UNI |     TRY |     True |   Spot |          |          |          1 |
|       UNIUSDC |       UNI/USDC |      UNI |    USDC |     True |   Spot |          |          |          1 |
|       UNIUSDT |       UNI/USDT |      UNI |    USDT |     True |   Spot |   Margin |          |          1 |
|      USDCUSDT |      USDC/USDT |     USDC |    USDT |     True |   Spot |   Margin |          |          1 |
|      USDPUSDT |      USDP/USDT |     USDP |    USDT |     True |   Spot |          |          |          1 |
|       USDTARS |       USDT/ARS |     USDT |     ARS |     True |   Spot |          |          |          1 |
|      USDTBIDR |      USDT/BIDR |     USDT |    BIDR |     True |   Spot |          |          |          1 |
|       USDTBRL |       USDT/BRL |     USDT |     BRL |     True |   Spot |          |          |          1 |
|       USDTCZK |       USDT/CZK |     USDT |     CZK |     True |   Spot |          |          |          1 |
|       USDTDAI |       USDT/DAI |     USDT |     DAI |     True |   Spot |   Margin |          |          1 |
|      USDTIDRT |      USDT/IDRT |     USDT |    IDRT |     True |   Spot |          |          |          1 |
|       USDTMXN |       USDT/MXN |     USDT |     MXN |     True |   Spot |          |          |          1 |
|       USDTPLN |       USDT/PLN |     USDT |     PLN |     True |   Spot |          |          |          1 |
|       USDTRON |       USDT/RON |     USDT |     RON |     True |   Spot |          |          |          1 |
|       USDTTRY |       USDT/TRY |     USDT |     TRY |     True |   Spot |          |          |          1 |
|       USDTUAH |       USDT/UAH |     USDT |     UAH |     True |   Spot |          |          |          1 |
|       USDTZAR |       USDT/ZAR |     USDT |     ZAR |     True |   Spot |          |          |          1 |
|     USTCFDUSD |     USTC/FDUSD |     USTC |   FDUSD |     True |   Spot |          |          |          1 |
|       USTCTRY |       USTC/TRY |     USTC |     TRY |     True |   Spot |          |          |          1 |
|      USTCUSDT |      USTC/USDT |     USTC |    USDT |     True |   Spot |   Margin |          |          1 |
|        UTKBTC |        UTK/BTC |      UTK |     BTC |     True |   Spot |   Margin |          |          1 |
|       UTKUSDT |       UTK/USDT |      UTK |    USDT |     True |   Spot |   Margin |          |          1 |
|      VANRYBTC |      VANRY/BTC |    VANRY |     BTC |     True |   Spot |          |          |          1 |
|      VANRYTRY |      VANRY/TRY |    VANRY |     TRY |     True |   Spot |          |          |          1 |
|     VANRYUSDT |     VANRY/USDT |    VANRY |    USDT |     True |   Spot |   Margin |          |          1 |
|        VETBNB |        VET/BNB |      VET |     BNB |     True |   Spot |          |          |          1 |
|        VETBTC |        VET/BTC |      VET |     BTC |     True |   Spot |   Margin |          |          1 |
|        VETETH |        VET/ETH |      VET |     ETH |     True |   Spot |          |          |          1 |
|        VETEUR |        VET/EUR |      VET |     EUR |     True |   Spot |          |          |          1 |
|        VETTRY |        VET/TRY |      VET |     TRY |     True |   Spot |          |          |          1 |
|       VETUSDT |       VET/USDT |      VET |    USDT |     True |   Spot |   Margin |          |          1 |
|       VGXUSDT |       VGX/USDT |      VGX |    USDT |     True |   Spot |          |          |          1 |
|        VIBBTC |        VIB/BTC |      VIB |     BTC |     True |   Spot |          |          |          1 |
|       VIBUSDT |       VIB/USDT |      VIB |    USDT |     True |   Spot |   Margin |          |          1 |
|        VICBTC |        VIC/BTC |      VIC |     BTC |     True |   Spot |          |          |          1 |
|        VICTRY |        VIC/TRY |      VIC |     TRY |     True |   Spot |          |          |          1 |
|       VICUSDT |       VIC/USDT |      VIC |    USDT |     True |   Spot |   Margin |          |          1 |
|       VIDTBTC |       VIDT/BTC |     VIDT |     BTC |     True |   Spot |          |          |          1 |
|      VIDTUSDT |      VIDT/USDT |     VIDT |    USDT |     True |   Spot |   Margin |          |          1 |
|       VITEBTC |       VITE/BTC |     VITE |     BTC |     True |   Spot |          |          |          1 |
|      VITEUSDT |      VITE/USDT |     VITE |    USDT |     True |   Spot |   Margin |          |          1 |
|      VOXELBTC |      VOXEL/BTC |    VOXEL |     BTC |     True |   Spot |          |          |          1 |
|     VOXELUSDT |     VOXEL/USDT |    VOXEL |    USDT |     True |   Spot |   Margin |          |          1 |
|      VTHOUSDT |      VTHO/USDT |     VTHO |    USDT |     True |   Spot |   Margin |          |          1 |
|          WBTC |          W/BTC |        W |     BTC |     True |   Spot |          |          |          1 |
|        WFDUSD |        W/FDUSD |        W |   FDUSD |     True |   Spot |          |          |          1 |
|          WTRY |          W/TRY |        W |     TRY |     True |   Spot |          |          |          1 |
